album_name,song_name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
folklore (deluxe version),cardigan,2020-08-18,74,0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,239560,4
folklore (deluxe version),the last great american dynasty,2020-08-18,73,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,231000,4
folklore (deluxe version),exile (feat. Bon Iver),2020-08-18,74,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,285640,4
folklore (deluxe version),my tears ricochet,2020-08-18,74,0.456,0.265,0,-10.663,1,0.0328,0.814,0.0,0.0679,0.112,129.947,255893,4
folklore (deluxe version),mirrorball,2020-08-18,72,0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-06,0.0604,0.347,110.137,208973,4
folklore (deluxe version),seven,2020-08-18,72,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,208907,4
folklore (deluxe version),august,2020-08-18,73,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,261920,4
folklore (deluxe version),this is me trying,2020-08-18,72,0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-05,0.147,0.408,135.882,195107,4
folklore (deluxe version),illicit affairs,2020-08-18,73,0.529,0.304,10,-10.567,1,0.0356,0.862,0.0,0.108,0.44,119.58,190893,4
folklore (deluxe version),invisible string,2020-08-18,72,0.651,0.459,4,-11.128,0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,252880,4
folklore (deluxe version),mad woman,2020-08-18,70,0.593,0.7,3,-9.016,1,0.0492,0.67,6.77e-06,0.116,0.451,141.898,237267,4
folklore (deluxe version),epiphany,2020-08-18,69,0.317,0.254,1,-13.679,1,0.0286,0.727,0.000326,0.0867,0.103,93.933,289747,4
folklore (deluxe version),betty,2020-08-18,71,0.595,0.376,0,-8.767,1,0.0256,0.589,0.0,0.0989,0.476,95.946,294520,4
folklore (deluxe version),peace,2020-08-18,70,0.644,0.284,5,-12.879,1,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,234000,4
folklore (deluxe version),hoax,2020-08-18,69,0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-06,0.135,0.404,118.84,220040,4
folklore (deluxe version),the lakes - bonus track,2020-08-18,73,0.313,0.258,2,-11.532,1,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,211813,4
evermore,willow,2020-12-11,84,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
evermore,champagne problems,2020-12-11,83,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4
evermore,gold rush,2020-12-11,74,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,185320,4
evermore,‘tis the damn season,2020-12-11,76,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840,4
evermore,tolerate it,2020-12-11,80,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
evermore,"no body, no crime (feat. HAIM)",2020-12-11,72,0.546,0.613,7,-7.589,0,0.0264,0.418,0.0,0.103,0.535,79.015,215627,4
evermore,happiness,2020-12-11,70,0.559,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,315147,4
evermore,dorothea,2020-12-11,68,0.605,0.488,4,-8.322,1,0.0264,0.696,0.0,0.129,0.354,119.966,225880,4
evermore,coney island (feat. The National),2020-12-11,68,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,275320,4
evermore,ivy,2020-12-11,73,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,260440,4
evermore,cowboy like me,2020-12-11,72,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,275040,4
evermore,long story short,2020-12-11,68,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,215920,4
evermore,marjorie,2020-12-11,75,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,257773,4
evermore,closure,2020-12-11,66,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,180653,5
evermore,evermore (feat. Bon Iver),2020-12-11,69,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107,5
evermore (deluxe version),right where you left me - bonus track,2021-01-07,82,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4
evermore (deluxe version),it’s time to go - bonus track,2021-01-07,73,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,254640,4
Hannah Montana The Movie,Crazier,2009-01-01,67,0.452,0.544,4,-5.423,1,0.0277,0.0631,5.33e-06,0.104,0.158,133.042,191947,3
Two Lanes Of Freedom,Highway Don't Care,2013-01-01,68,0.47,0.79,2,-5.352,1,0.039,0.0216,0.0,0.0863,0.495,158.061,276880,4
Love Drunk,Two Is Better Than One (feat. Taylor Swift),2009-09-07,68,0.521,0.702,0,-5.189,1,0.0331,0.189,0.0,0.0962,0.25,127.976,242840,4
Spotify Singles,September - Recorded at The Tracking Room Nashville,2018-04-13,66,0.641,0.444,6,-6.482,1,0.0239,0.412,0.00121,0.179,0.588,107.081,187824,4
Sweeter Than Fiction,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",2013-10-21,60,0.71,0.614,6,-6.965,1,0.0366,0.00164,0.000154,0.0785,0.673,135.012,237640,4
...Ready For It? (BloodPop® Remix),...Ready For It? - BloodPop® Remix,2017-12-01,56,0.582,0.835,7,-4.899,1,0.222,0.133,0.0,0.102,0.496,160.09,189509,4
Strange Clouds,Both of Us (feat. Taylor Swift),2012-04-27,60,0.677,0.722,7,-7.088,1,0.0522,0.0213,0.0,0.207,0.0483,125.091,216120,4
Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],2019-11-13,75,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,221307,3
"Beautiful Ghosts (From The Motion Picture ""Cats"")","Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",2019-11-15,0,0.368,0.238,4,-8.976,1,0.0599,0.85,0.0,0.0974,0.239,187.051,261061,3
Lover (First Dance Remix),Lover - First Dance Remix,2019-11-26,60,0.506,0.425,7,-8.198,1,0.0343,0.687,1.08e-06,0.158,0.214,68.449,233467,4
Fifty Shades Darker (Original Motion Picture Soundtrack),I Don’t Wanna Live Forever (Fifty Shades Darker),2017-02-10,75,0.734,0.442,0,-8.432,1,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,245653,4
Only The Young (Featured in Miss Americana),Only The Young - Featured in Miss Americana,2020-01-31,68,0.56,0.78,5,-4.895,0,0.0517,0.00244,0.0,0.0714,0.602,93.516,157507,4
Cornelia Street (Live From Paris),Cornelia Street - Live From Paris,2020-05-18,66,0.502,0.462,11,-7.526,1,0.0265,0.578,0.0,0.721,0.304,97.085,296013,4
Death By A Thousand Cuts (Live From Paris),Death By A Thousand Cuts - Live From Paris,2020-05-17,61,0.584,0.655,4,-5.551,1,0.0306,0.712,0.0,0.97,0.604,91.844,199067,4
Daylight (Live From Paris),Daylight - Live From Paris,2020-05-17,62,0.49,0.228,0,-10.504,1,0.0361,0.794,0.0,0.733,0.217,75.858,262320,4
Live From Clear Channel Stripped 2008,Beautiful Eyes - Live From Clear Channel Stripped 2008,2008-06-28,44,0.627,0.704,3,-3.739,1,0.0269,0.596,0.0,0.0598,0.457,98.958,176316,4
Everything Has Changed (Remix),Everything Has Changed - Remix,2013-01-01,38,0.683,0.627,6,-5.473,1,0.0345,0.265,4.86e-06,0.21,0.651,80.029,249760,4
Bad Blood,Bad Blood,2015-05-17,71,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,200107,4
Live in No Shoes Nation,Big Star (with Taylor Swift) - Live,2017-10-27,49,0.557,0.978,0,-4.819,1,0.0584,0.00761,2.42e-06,0.951,0.522,119.992,306507,4
You Need To Calm Down (Clean Bandit Remix),You Need To Calm Down - Clean Bandit Remix,2019-08-20,53,0.726,0.88,2,-4.137,1,0.0581,0.072,0.000462,0.0906,0.739,95.037,152773,4
betty (Live from the 2020 Academy of Country Music Awards),betty - Live from the 2020 Academy of Country Music Awards,2020-09-18,48,0.452,0.441,7,-4.956,1,0.0258,0.685,0.0,0.128,0.497,88.668,312139,4
cardigan (cabin in candlelight version),cardigan - cabin in candlelight version,2020-07-30,61,0.652,0.237,0,-8.364,0,0.0335,0.9,0.0,0.0991,0.367,129.976,228000,4
Women In Music Pt III (Expanded Edition),Gasoline (feat. Taylor Swift),2021-02-19,64,0.658,0.717,1,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074,193373,4
willow (90's trend remix),willow - 90's trend remix,2021-06-14,52,0.6,0.603,7,-8.696,1,0.0741,0.313,0.0,0.0872,0.379,168.085,225107,4
Renegade (feat. Taylor Swift),Renegade (feat. Taylor Swift),2021-07-02,0,0.532,0.708,0,-8.121,1,0.0505,0.435,0.0236,0.107,0.586,167.977,254467,4
Renegade (Pop Version),Renegade - Pop Version,2021-08-17,56,0.341,0.726,0,-7.271,1,0.0699,0.315,6.27e-05,0.0948,0.63,167.949,231527,4
How Long Do You Think It's Gonna Last?,Birch,2021-08-27,56,0.644,0.639,8,-13.545,1,0.0466,0.889,0.143,0.0993,0.255,92.012,330067,4
Speak Now World Tour Live,Drops Of Jupiter - Live/2011,2010-10-25,53,0.374,0.504,2,-8.407,1,0.0392,0.806,0.0,0.76,0.27,109.025,315173,5
All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,2021-11-18,65,0.585,0.286,0,-10.123,1,0.0312,0.838,0.0,0.115,0.189,93.009,598150,4
Speak Now World Tour Live,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,2010-10-25,53,0.374,0.516,2,-8.745,1,0.0294,0.155,0.0,0.795,0.171,142.057,362827,4
Speak Now World Tour Live,Bette Davis Eyes - Live/2011,2010-10-25,49,0.327,0.488,6,-9.287,1,0.0322,0.713,0.0,0.837,0.363,104.46,189147,4
Speak Now World Tour Live,I Want You Back - Live/2011,2010-10-25,50,0.536,0.512,6,-6.794,1,0.0341,0.794,0.000122,0.497,0.249,97.397,83253,4
Message In A Bottle (Fat Max G Remix) (Taylor’s Version),Message In A Bottle (Fat Max G Remix) (Taylor’s Version),2022-01-21,0,0.684,0.733,2,-4.203,1,0.0422,0.00226,0.000125,0.273,0.343,115.969,224649,4
The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),2022-02-11,70,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,185422,4
All Too Well (10 Minute Version) (The Short Film),All Too Well (10 Minute Version) (The Short Film),2022-06-11,57,0.625,0.515,0,-10.202,1,0.0281,0.323,3.53e-05,0.0764,0.193,93.021,686022,4
Carolina (From The Motion Picture “Where The Crawdads Sing”),Carolina - From The Motion Picture “Where The Crawdads Sing”,2022-06-24,69,0.476,0.189,11,-13.777,0,0.0329,0.904,4.52e-06,0.254,0.324,115.851,264439,4
Carolina (From The Motion Picture “Where The Crawdads Sing”),"Carolina - ""Where The Crawdads Sing"" - Video Edition",2022-06-24,53,0.364,0.185,11,-13.045,0,0.0374,0.893,0.0,0.269,0.42,115.727,163944,4
Midnights,Lavender Haze,2022-10-21,84,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
Midnights,Maroon,2022-10-21,78,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
Midnights,Anti-Hero,2022-10-21,92,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,4
Midnights,Snow On The Beach (feat. Lana Del Rey),2022-10-21,76,0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,256124,4
Midnights,"You're On Your Own, Kid",2022-10-21,84,0.696,0.396,2,-10.289,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,194207,4
Midnights,Midnight Rain,2022-10-21,84,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783,4
Midnights,Question...?,2022-10-21,74,0.751,0.502,7,-8.763,1,0.167,0.2,0.0,0.296,0.106,108.943,210557,4
Midnights,Vigilante Shit,2022-10-21,80,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,164801,4
Midnights,Bejeweled,2022-10-21,84,0.696,0.559,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999,194166,4
Midnights,Labyrinth,2022-10-21,76,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,247962,4
Midnights,Karma,2022-10-21,88,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852,4
Midnights,Sweet Nothing,2022-10-21,76,0.337,0.156,0,-14.919,1,0.0518,0.964,7.72e-05,0.115,0.39,176.655,188497,4
Midnights,Mastermind,2022-10-21,77,0.662,0.357,4,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966,191039,4
Midnights (3am Edition),The Great War,2022-10-22,75,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356,4
Midnights (3am Edition),Bigger Than The Whole Sky,2022-10-22,73,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
Midnights (3am Edition),Paris,2022-10-22,72,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,196259,4
Midnights (3am Edition),High Infidelity,2022-10-22,71,0.646,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.862,231475,4
Midnights (3am Edition),Glitch,2022-10-22,69,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.347,140.864,148781,4
Midnights (3am Edition),"Would've, Could've, Should've",2022-10-22,74,0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,260362,4
Midnights (3am Edition),Dear Reader,2022-10-22,71,0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,225194,4
Anti-Hero (feat. Bleachers),Anti-Hero (feat. Bleachers),2022-11-08,60,0.633,0.809,9,-7.645,1,0.0364,0.00956,0.00215,0.102,0.471,96.947,228397,4
Anti-Hero (Remixes),Anti-Hero - Roosevelt Remix,2022-11-11,38,0.716,0.744,4,-6.742,1,0.0338,0.317,0.000241,0.162,0.825,110.993,299203,4
Anti-Hero (Remixes),Anti-Hero - Kungs Remix,2022-11-11,46,0.721,0.918,11,-5.357,1,0.0805,0.0216,0.00117,0.345,0.711,116.007,194612,4
Anti-Hero (Remixes),Anti-Hero - Jayda G Remix,2022-11-11,51,0.792,0.779,1,-6.61,0,0.0604,0.065,4.54e-05,0.0939,0.76,120.004,215697,4
Cats: Highlights From The Motion Picture Soundtrack,"Macavity - From The Motion Picture Soundtrack ""Cats""",2019-12-20,44,0.522,0.428,10,-8.673,1,0.118,0.124,0.0,0.146,0.151,114.862,311000,3
Anti-Hero (ILLENIUM Remix),Anti-Hero - ILLENIUM Remix,2022-11-18,59,0.6,0.722,1,-4.865,0,0.0438,0.169,0.00017,0.288,0.388,96.957,267960,4
Anti-Hero (Acoustic Version),Anti-Hero - Acoustic Version,2022-11-25,63,0.624,0.332,4,-9.989,1,0.0365,0.597,0.000679,0.195,0.397,96.864,196473,4
Lavender Haze (Remixes),Lavender Haze - Tensnake Remix,2023-03-03,29,0.774,0.785,7,-6.661,0,0.0488,0.162,0.0075,0.0837,0.748,109.028,214967,4
Lavender Haze (Remixes),Lavender Haze - Snakehips Remix,2023-03-03,48,0.697,0.796,10,-5.226,1,0.158,0.0578,1.17e-05,0.368,0.448,109.937,187511,4
Lavender Haze (Remixes),Lavender Haze - Jungle Remix,2023-03-03,26,0.658,0.707,1,-9.556,1,0.042,0.338,0.129,0.29,0.315,124.032,235932,4
Lavender Haze (Remixes),Lavender Haze - Felix Jaehn Remix,2023-03-03,31,0.784,0.725,10,-6.853,1,0.187,0.0343,0.0136,0.464,0.616,119.973,171562,4
All Of The Girls You Loved Before,All Of The Girls You Loved Before,2019-08-23,83,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,221407,3
Safe & Sound (Taylor's Version),Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),2021-11-12,71,0.41,0.312,7,-11.01,1,0.0269,0.783,6.36e-06,0.0783,0.22,144.751,239668,4
Eyes Open (Taylor's Version),Eyes Open (Taylor's Version),2021-11-12,68,0.566,0.773,7,-6.976,1,0.0356,0.000818,0.00103,0.184,0.256,137.048,243264,4
Lavender Haze (Acoustic Version),Lavender Haze - Acoustic Version,2023-03-31,63,0.724,0.554,7,-11.397,0,0.0392,0.772,6.32e-05,0.0791,0.71,97.075,174376,4
First Two Pages of Frankenstein,The Alcott (feat. Taylor Swift),2023-04-28,73,0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,267773,3
Midnights (The Til Dawn Edition),Hits Different,2023-05-26,81,0.672,0.782,5,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,234467,4
Midnights (The Til Dawn Edition),Snow On The Beach (feat. More Lana Del Rey),2023-05-26,81,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,229943,4
Midnights (The Til Dawn Edition),Karma (feat. Ice Spice),2023-05-26,73,0.615,0.616,8,-6.523,1,0.0622,0.0623,0.0,0.579,0.0734,89.977,201493,4
The Cruelest Summer,Cruel Summer - Live from TS | The Eras Tour,2023-10-19,68,0.278,0.907,9,-4.606,1,0.0827,0.126,0.0,0.89,0.33,83.178,229567,4
The Cruelest Summer,Cruel Summer - LP Giobbi Remix,2023-10-19,68,0.731,0.722,9,-9.098,1,0.0691,0.0893,0.00256,0.112,0.265,122.99,192900,4
1989 (Taylor's Version),Welcome To New York (Taylor's Version),2023-10-26,80,0.761,0.607,7,-4.83,1,0.0312,0.00961,2.24e-05,0.367,0.674,116.98,212600,4
1989 (Taylor's Version),Blank Space (Taylor's Version),2023-10-26,84,0.737,0.725,0,-5.417,1,0.0641,0.0976,0.0,0.174,0.755,96.012,231833,4
1989 (Taylor's Version),Style (Taylor's Version),2023-10-26,86,0.575,0.824,2,-4.823,1,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000,4
1989 (Taylor's Version),Out Of The Woods (Taylor's Version),2023-10-26,81,0.547,0.885,0,-5.961,1,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,235800,4
1989 (Taylor's Version),All You Had To Do Was Stay (Taylor's Version),2023-10-26,79,0.586,0.72,0,-5.556,1,0.035,0.000718,0.0,0.0949,0.481,97.057,193289,4
1989 (Taylor's Version),Shake It Off (Taylor's Version),2023-10-26,81,0.632,0.807,7,-5.676,1,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209,4
1989 (Taylor's Version),I Wish You Would (Taylor's Version),2023-10-26,78,0.669,0.851,0,-6.526,1,0.0432,0.00357,1.04e-05,0.0676,0.541,118.026,207650,4
1989 (Taylor's Version),Bad Blood (Taylor's Version),2023-10-26,78,0.619,0.686,7,-6.369,1,0.164,0.0385,0.0,0.307,0.364,169.943,211104,4
1989 (Taylor's Version),Wildest Dreams (Taylor's Version),2023-10-26,83,0.581,0.672,8,-7.415,1,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433,4
1989 (Taylor's Version),How You Get The Girl (Taylor's Version),2023-10-26,75,0.754,0.682,5,-5.789,1,0.0565,0.00209,9.88e-06,0.0941,0.547,120.027,247533,4
1989 (Taylor's Version),This Love (Taylor’s Version),2023-10-26,76,0.474,0.511,1,-8.766,0,0.0339,0.299,0.0,0.0673,0.0586,144.022,250100,4
1989 (Taylor's Version),I Know Places (Taylor's Version),2023-10-26,75,0.575,0.803,0,-5.393,1,0.0465,0.087,0.0,0.0971,0.68,160.039,195700,4
1989 (Taylor's Version),Clean (Taylor's Version),2023-10-26,79,0.771,0.386,4,-8.917,1,0.0297,0.276,2.01e-05,0.121,0.239,103.96,271000,4
1989 (Taylor's Version),Wonderland (Taylor's Version),2023-10-26,75,0.462,0.708,3,-5.971,1,0.0555,0.00933,1.88e-05,0.198,0.337,183.811,245567,4
1989 (Taylor's Version),You Are In Love (Taylor's Version),2023-10-26,76,0.537,0.495,9,-9.416,1,0.0573,0.609,2.49e-06,0.112,0.492,84.948,267389,4
1989 (Taylor's Version),New Romantics (Taylor's Version),2023-10-26,81,0.651,0.855,5,-5.959,1,0.0538,0.0068,9.81e-06,0.0759,0.698,121.98,230178,4
1989 (Taylor's Version),"""Slut!"" (Taylor's Version) (From The Vault)",2023-10-26,87,0.629,0.413,7,-13.178,1,0.055,0.345,7.62e-05,0.0603,0.306,77.983,180381,4
1989 (Taylor's Version),Say Don't Go (Taylor's Version) (From The Vault),2023-10-26,83,0.626,0.547,4,-8.285,1,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,279833,4
1989 (Taylor's Version),Now That We Don't Talk (Taylor's Version) (From The Vault),2023-10-26,86,0.793,0.512,0,-9.319,1,0.0338,0.186,3.81e-05,0.0889,0.0662,109.994,146437,4
1989 (Taylor's Version),Suburban Legends (Taylor's Version) (From The Vault),2023-10-26,77,0.699,0.621,0,-8.739,1,0.0369,0.198,0.0,0.104,0.344,118.048,171819,4
1989 (Taylor's Version),Is It Over Now? (Taylor's Version) (From The Vault),2023-10-26,91,0.596,0.658,0,-7.346,1,0.036,0.0504,0.0,0.127,0.176,100.012,229478,4
1989 (Taylor's Version) [Deluxe],Bad Blood (feat. Kendrick Lamar) (Taylor's Version),2023-10-27,77,0.602,0.648,2,-6.905,1,0.103,0.0104,0.0,0.217,0.174,170.091,199773,4
You're Losing Me (From The Vault),You’re Losing Me (From The Vault),2023-11-29,89,0.747,0.391,0,-13.767,1,0.052,0.529,0.003,0.111,0.195,102.984,277832,4
